Designation,Company,experience,average salary,minimum salary,maximum salary,ratings,reviews
System Engineer Hardware ,Coromandel-International,0-6yrs  ,"4,21,946",2.2,7.0,3.4,79
System Engineer ,Aavas-Financiers,0-10yrs  ,"2,29,467",1.1,4.0,4.0,79
IT Analyst ,Aavas-Financiers,3-11yrs  ,"3,04,491",1.4,4.0,4.0,79
AST Consultant ,Aavas-Financiers,6-15yrs  ,"6,88,798",2.5,10.0,4.0,79
Assistant System Engineer ,Aavas-Financiers,0-4yrs  ,"5,78,009",2.7,8.5,4.0,79
Associate Consultant ,Aavas-Financiers,4-21yrs  ,"2,18,568",1.0,3.2,4.0,79
Senior Process Associate ,Aavas-Financiers,0-11yrs  ,"3,21,144",1.8,4.9,4.0,79
Software Engineer ,Aavas-Financiers,0-8yrs  ,"5,08,615",2.9,8.0,4.0,79
Process Associate ,Aavas-Financiers,0-9yrs  ,"4,08,379",2.4,6.0,4.0,79
Software Developer ,Aavas-Financiers,0-9yrs  ,"2,53,440",1.1,5.0,4.0,79
System Engineer Hardware ,Aavas-Financiers,0-6yrs  ,"2,24,139",10.0,3.9,4.0,79
System Engineer ,Mahindra-Rural-Housing-Finance,0-10yrs  ,"2,64,319",1.0,4.0,3.9,79
IT Analyst ,Mahindra-Rural-Housing-Finance,3-11yrs  ,"4,53,966",1.8,7.4,3.9,79
AST Consultant ,Mahindra-Rural-Housing-Finance,6-15yrs  ,"2,69,848",1.5,3.8,3.9,79
Assistant System Engineer ,Mahindra-Rural-Housing-Finance,0-4yrs  ,"7,95,623",3.4,13.0,3.9,79
Associate Consultant ,Mahindra-Rural-Housing-Finance,4-21yrs  ,"2,56,088",1.3,3.5,3.9,79
Senior Process Associate ,Mahindra-Rural-Housing-Finance,0-11yrs  ,"1,80,786",1.2,2.8,3.9,79
Software Engineer ,Mahindra-Rural-Housing-Finance,0-8yrs  ,"2,04,054",1.1,2.7,3.9,79
Process Associate ,Mahindra-Rural-Housing-Finance,0-9yrs  ,"2,37,267",1.2,4.1,3.9,79
Software Developer ,Mahindra-Rural-Housing-Finance,0-9yrs  ,"4,16,517",2.3,6.0,3.9,79
System Engineer Hardware ,Mahindra-Rural-Housing-Finance,0-6yrs  ,"2,43,244",1.5,3.1,3.9,79
System Engineer ,MSN-Laboratories,0-10yrs  ,"8,26,017",5.1,11.7,3.5,78
IT Analyst ,MSN-Laboratories,3-11yrs  ,"2,76,397",1.4,4.5,3.5,78
AST Consultant ,MSN-Laboratories,6-15yrs  ,"4,76,201",2.1,7.0,3.5,78
Assistant System Engineer ,MSN-Laboratories,0-4yrs  ,"2,66,325",1.5,4.5,3.5,78
Associate Consultant ,MSN-Laboratories,4-21yrs  ,"13,02,033",9.2,17.5,3.5,78
Senior Process Associate ,MSN-Laboratories,0-11yrs  ,"2,48,620",1.6,3.0,3.5,78
Software Engineer ,MSN-Laboratories,0-8yrs  ,"3,33,543",2.3,4.5,3.5,78
Process Associate ,MSN-Laboratories,0-9yrs  ,"3,28,685",1.9,4.2,3.5,78
Software Developer ,MSN-Laboratories,0-9yrs  ,"9,32,641",6.0,10.9,3.5,78
System Engineer Hardware ,MSN-Laboratories,0-6yrs  ,"3,44,939",1.9,5.0,3.5,78
System Engineer ,Thomson-Reuters,0-10yrs  ,"9,22,108",2.7,17.0,3.7,78
IT Analyst ,Thomson-Reuters,3-11yrs  ,"16,43,740",5.0,25.0,3.7,78
AST Consultant ,Thomson-Reuters,6-15yrs  ,"3,74,691",1.6,5.8,3.7,78
Assistant System Engineer ,Thomson-Reuters,0-4yrs  ,"3,00,093",2.2,4.5,3.7,78
Associate Consultant ,Thomson-Reuters,4-21yrs  ,"4,06,100",1.8,9.0,3.7,78
Senior Process Associate ,Thomson-Reuters,0-11yrs  ,"4,04,346",3.0,7.3,3.7,78
Software Engineer ,Thomson-Reuters,0-8yrs  ,"5,71,523",3.8,8.0,3.7,78
Process Associate ,Thomson-Reuters,0-9yrs  ,"7,67,549",3.4,16.0,3.7,78
Software Developer ,Thomson-Reuters,0-9yrs  ,"3,33,663",1.8,6.0,3.7,78
System Engineer Hardware ,Thomson-Reuters,0-6yrs  ,"3,54,001",2.5,4.5,3.7,78
System Engineer ,Tata-Elxsi,0-10yrs  ,"8,04,543",2.9,16.0,3.4,78
IT Analyst ,Tata-Elxsi,3-11yrs  ,"9,20,526",3.7,17.0,3.4,78
AST Consultant ,Tata-Elxsi,6-15yrs  ,"5,17,636",3.0,11.1,3.4,78
Assistant System Engineer ,Tata-Elxsi,0-4yrs  ,"7,83,595",4.2,11.2,3.4,78
Associate Consultant ,Tata-Elxsi,4-21yrs  ,"4,91,302",2.7,7.8,3.4,78
Senior Process Associate ,Tata-Elxsi,0-11yrs  ,"5,17,099",2.5,8.5,3.4,78
Software Engineer ,Tata-Elxsi,0-8yrs  ,"11,63,128",7.5,19.0,3.4,78
Process Associate ,Tata-Elxsi,0-9yrs  ,"4,84,143",3.0,7.0,3.4,78
Software Developer ,Tata-Elxsi,0-9yrs  ,"5,08,665",3.0,9.0,3.4,78
System Engineer Hardware ,Tata-Elxsi,0-6yrs  ,"4,86,236",2.8,7.0,3.4,78
System Engineer ,Gabriel-India,0-10yrs  ,"3,77,032",1.7,5.2,4.3,78
IT Analyst ,Gabriel-India,3-11yrs  ,"2,25,237",85.0,4.0,4.3,78
AST Consultant ,Gabriel-India,6-15yrs  ,"4,11,724",1.2,6.6,4.3,78
Assistant System Engineer ,Gabriel-India,0-4yrs  ,"5,84,086",3.8,7.8,4.3,78
Associate Consultant ,Gabriel-India,4-21yrs  ,"1,51,289",1.0,2.5,4.3,78
Senior Process Associate ,Gabriel-India,0-11yrs  ,"3,60,920",1.0,5.5,4.3,78
Software Engineer ,Gabriel-India,0-8yrs  ,"3,76,113",2.0,4.8,4.3,78
Process Associate ,Gabriel-India,0-9yrs  ,"3,84,346",3.0,5.1,4.3,78
Software Developer ,Gabriel-India,0-9yrs  ,"4,26,434",2.4,5.2,4.3,78
System Engineer Hardware ,Gabriel-India,0-6yrs  ,"3,81,602",2.7,5.0,4.3,78
System Engineer ,Movate,0-10yrs  ,"5,90,432",2.0,14.0,3.8,78
IT Analyst ,Movate,3-11yrs  ,"3,25,914",1.0,6.8,3.8,78
AST Consultant ,Movate,6-15yrs  ,"4,66,075",1.8,10.0,3.8,78
Assistant System Engineer ,Movate,0-4yrs  ,"7,52,108",1.9,12.0,3.8,78
Associate Consultant ,Movate,4-21yrs  ,"5,83,517",3.1,11.0,3.8,78
Senior Process Associate ,Movate,0-11yrs  ,"4,33,615",2.4,8.5,3.8,78
Software Engineer ,Movate,0-8yrs  ,"6,92,936",2.4,21.0,3.8,78
Process Associate ,Movate,0-9yrs  ,"5,49,909",3.4,9.0,3.8,78
Software Developer ,Movate,0-9yrs  ,"7,61,061",4.4,12.0,3.8,78
System Engineer Hardware ,Movate,0-6yrs  ,"2,33,098",1.5,3.0,3.8,78
System Engineer ,Bureau-Veritas,0-10yrs  ,"6,00,495",2.5,9.6,3.8,78
IT Analyst ,Bureau-Veritas,3-11yrs  ,"4,43,857",1.5,7.0,3.8,78
AST Consultant ,Bureau-Veritas,6-15yrs  ,"3,16,835",95.0,5.0,3.8,78
Assistant System Engineer ,Bureau-Veritas,0-4yrs  ,"4,48,185",2.2,8.5,3.8,78
Associate Consultant ,Bureau-Veritas,4-21yrs  ,"6,28,414",2.0,24.0,3.8,78
Senior Process Associate ,Bureau-Veritas,0-11yrs  ,"4,61,377",2.0,6.5,3.8,78
Software Engineer ,Bureau-Veritas,0-8yrs  ,"6,03,898",4.0,8.6,3.8,78
Process Associate ,Bureau-Veritas,0-9yrs  ,"14,17,345",6.1,21.0,3.8,78
Software Developer ,Bureau-Veritas,0-9yrs  ,"2,73,048",2.0,3.9,3.8,78
System Engineer Hardware ,Bureau-Veritas,0-6yrs  ,"4,20,150",1.8,6.1,3.8,78
System Engineer ,Motilal-Oswal-Financial-Services,0-10yrs  ,"3,34,072",1.2,6.0,3.7,73
IT Analyst ,Motilal-Oswal-Financial-Services,3-11yrs  ,"2,96,601",1.2,5.5,3.7,73
AST Consultant ,Motilal-Oswal-Financial-Services,6-15yrs  ,"2,82,857",1.5,4.6,3.7,73
Assistant System Engineer ,Motilal-Oswal-Financial-Services,0-4yrs  ,"5,60,583",3.4,8.4,3.7,73
Associate Consultant ,Motilal-Oswal-Financial-Services,4-21yrs  ,"2,54,695",1.5,3.2,3.7,73
Senior Process Associate ,Motilal-Oswal-Financial-Services,0-11yrs  ,"2,59,214",1.1,3.4,3.7,73
Software Engineer ,Motilal-Oswal-Financial-Services,0-8yrs  ,"2,52,733",1.0,4.2,3.7,73
Process Associate ,Motilal-Oswal-Financial-Services,0-9yrs  ,"3,41,853",2.2,4.6,3.7,73
Software Developer ,Motilal-Oswal-Financial-Services,0-9yrs  ,"5,70,797",3.2,7.9,3.7,73
System Engineer Hardware ,Motilal-Oswal-Financial-Services,0-6yrs  ,"4,84,043",2.6,6.5,3.7,73
System Engineer ,Cisco,0-10yrs  ,"21,50,660",1.0,41.0,4.1,73
IT Analyst ,Cisco,3-11yrs  ,"28,62,442",5.6,48.8,4.1,73
AST Consultant ,Cisco,6-15yrs  ,"7,61,399",1.8,23.0,4.1,73
Assistant System Engineer ,Cisco,0-4yrs  ,"18,86,832",5.0,32.0,4.1,73
Associate Consultant ,Cisco,4-21yrs  ,"20,37,984",8.0,34.0,4.1,73
Senior Process Associate ,Cisco,0-11yrs  ,"26,30,407",12.0,38.0,4.1,73
Software Engineer ,Cisco,0-8yrs  ,"39,39,772",12.0,60.0,4.1,73
Process Associate ,Cisco,0-9yrs  ,"12,98,996",3.5,45.0,4.1,73
Software Developer ,Cisco,0-9yrs  ,"16,82,669",5.0,30.0,4.1,73
System Engineer Hardware ,Cisco,0-6yrs  ,"10,88,804",3.2,23.0,4.1,73
System Engineer ,Jindal-Stainless,0-10yrs  ,"4,02,921",2.0,6.0,2.0,73
IT Analyst ,Jindal-Stainless,3-11yrs  ,"6,75,779",4.1,9.6,2.0,73
AST Consultant ,Jindal-Stainless,6-15yrs  ,"5,02,621",2.9,6.8,2.0,73
Assistant System Engineer ,Jindal-Stainless,0-4yrs  ,"4,69,097",2.5,7.2,2.0,73
Associate Consultant ,Jindal-Stainless,4-21yrs  ,"3,46,454",2.4,4.2,2.0,73
Senior Process Associate ,Jindal-Stainless,0-11yrs  ,"3,45,423",2.2,4.5,2.0,73
Software Engineer ,Jindal-Stainless,0-8yrs  ,"2,49,004",2.0,3.0,2.0,73
Process Associate ,Jindal-Stainless,0-9yrs  ,"3,38,332",2.0,4.4,2.0,73
Software Developer ,Jindal-Stainless,0-9yrs  ,"2,85,234",1.8,4.2,2.0,73
System Engineer Hardware ,Jindal-Stainless,0-6yrs  ,"2,69,282",1.5,3.8,2.0,73
System Engineer ,Unacademy,0-10yrs  ,"6,31,830",4.0,8.5,4.0,73
IT Analyst ,Unacademy,3-11yrs  ,"4,59,910",1.2,8.4,4.0,73
AST Consultant ,Unacademy,6-15yrs  ,"6,12,152",4.0,7.5,4.0,73
Assistant System Engineer ,Unacademy,0-4yrs  ,"7,98,616",1.0,36.0,4.0,73
Associate Consultant ,Unacademy,4-21yrs  ,"11,41,436",4.6,15.2,4.0,73
Senior Process Associate ,Unacademy,0-11yrs  ,"14,38,243",6.1,23.0,4.0,73
Software Engineer ,Unacademy,0-8yrs  ,"6,37,469",4.8,7.5,4.0,73
Process Associate ,Unacademy,0-9yrs  ,"5,66,800",3.3,7.0,4.0,73
Software Developer ,Unacademy,0-9yrs  ,"6,12,695",4.4,7.3,4.0,73
System Engineer Hardware ,Unacademy,0-6yrs  ,"9,87,550",4.0,15.5,4.0,73
System Engineer ,Tata-Capital-Financial-Services,0-10yrs  ,"2,60,833",20.0,4.0,3.5,72
IT Analyst ,Tata-Capital-Financial-Services,3-11yrs  ,"6,54,677",2.8,12.0,3.5,72
AST Consultant ,Tata-Capital-Financial-Services,6-15yrs  ,"2,70,600",1.5,4.1,3.5,72
Assistant System Engineer ,Tata-Capital-Financial-Services,0-4yrs  ,"2,43,315",1.0,3.2,3.5,72
Associate Consultant ,Tata-Capital-Financial-Services,4-21yrs  ,"7,21,160",4.0,12.0,3.5,72
Senior Process Associate ,Tata-Capital-Financial-Services,0-11yrs  ,"2,40,948",1.0,4.0,3.5,72
Software Engineer ,Tata-Capital-Financial-Services,0-8yrs  ,"7,62,632",2.7,19.0,3.5,72
Process Associate ,Tata-Capital-Financial-Services,0-9yrs  ,"3,24,860",1.8,4.5,3.5,72
Software Developer ,Tata-Capital-Financial-Services,0-9yrs  ,"5,25,810",2.5,9.5,3.5,72
System Engineer Hardware ,Tata-Capital-Financial-Services,0-6yrs  ,"2,71,690",1.4,4.5,3.5,72
System Engineer ,Citicorp,0-10yrs  ,"31,23,782",17.0,42.2,4.2,72
IT Analyst ,Citicorp,3-11yrs  ,"18,84,320",2.5,34.5,4.2,72
AST Consultant ,Citicorp,6-15yrs  ,"8,95,064",3.4,19.0,4.2,72
Assistant System Engineer ,Citicorp,0-4yrs  ,"31,92,876",19.4,41.0,4.2,72
Associate Consultant ,Citicorp,4-21yrs  ,"8,09,003",3.0,22.0,4.2,72
Senior Process Associate ,Citicorp,0-11yrs  ,"31,54,245",18.0,42.0,4.2,72
Software Engineer ,Citicorp,0-8yrs  ,"21,75,652",12.0,29.5,4.2,72
Process Associate ,Citicorp,0-9yrs  ,"17,66,150",4.5,28.3,4.2,72
Software Developer ,Citicorp,0-9yrs  ,"9,21,027",5.3,24.0,4.2,72
System Engineer Hardware ,Citicorp,0-6yrs  ,"5,67,891",3.9,7.1,4.2,72
System Engineer ,Vedantu,0-10yrs  ,"5,42,004",2.8,7.8,4.1,70
IT Analyst ,Vedantu,3-11yrs  ,"4,34,969",2.0,7.0,4.1,70
AST Consultant ,Vedantu,6-15yrs  ,"4,35,023",2.4,7.5,4.1,70
Assistant System Engineer ,Vedantu,0-4yrs  ,"7,11,269",3.6,11.0,4.1,70
Associate Consultant ,Vedantu,4-21yrs  ,"5,97,107",3.8,8.0,4.1,70
Senior Process Associate ,Vedantu,0-11yrs  ,"8,64,939",4.0,14.0,4.1,70
Software Engineer ,Vedantu,0-8yrs  ,"5,16,068",2.4,10.0,4.1,70
Process Associate ,Vedantu,0-9yrs  ,"3,50,661",2.5,4.5,4.1,70
Software Developer ,Vedantu,0-9yrs  ,"3,68,782",2.4,5.0,4.1,70
System Engineer Hardware ,Vedantu,0-6yrs  ,"4,66,457",3.0,7.0,4.1,70
System Engineer ,Indiabulls,0-10yrs  ,"2,58,622",1.2,3.9,3.5,70
IT Analyst ,Indiabulls,3-11yrs  ,"2,47,266",1.8,4.2,3.5,70
AST Consultant ,Indiabulls,6-15yrs  ,"2,72,235",1.5,4.0,3.5,70
Assistant System Engineer ,Indiabulls,0-4yrs  ,"5,04,655",2.5,10.3,3.5,70
Associate Consultant ,Indiabulls,4-21yrs  ,"4,28,477",1.8,7.5,3.5,70
Senior Process Associate ,Indiabulls,0-11yrs  ,"3,11,823",1.8,4.5,3.5,70
Software Engineer ,Indiabulls,0-8yrs  ,"2,56,109",2.0,3.1,3.5,70
Process Associate ,Indiabulls,0-9yrs  ,"4,04,288",2.2,6.6,3.5,70
Software Developer ,Indiabulls,0-9yrs  ,"2,63,339",1.8,3.2,3.5,70
System Engineer Hardware ,Indiabulls,0-6yrs  ,"2,90,319",2.0,4.2,3.5,70
System Engineer ,Citibank,0-10yrs  ,"31,26,866",16.0,40.5,3.4,69
IT Analyst ,Citibank,3-11yrs  ,"17,20,428",2.1,30.5,3.4,69
AST Consultant ,Citibank,6-15yrs  ,"32,05,903",20.0,40.5,3.4,69
Assistant System Engineer ,Citibank,0-4yrs  ,"4,09,628",2.4,5.4,3.4,69
Associate Consultant ,Citibank,4-21yrs  ,"32,36,343",17.0,42.0,3.4,69
Senior Process Associate ,Citibank,0-11yrs  ,"40,38,590",25.5,55.0,3.4,69
Software Engineer ,Citibank,0-8yrs  ,"13,96,780",4.2,30.0,3.4,69
Process Associate ,Citibank,0-9yrs  ,"11,75,681",3.1,23.4,3.4,69
Software Developer ,Citibank,0-9yrs  ,"75,91,845",55.0,1.0,3.4,69
System Engineer Hardware ,Citibank,0-6yrs  ,"6,06,707",3.9,8.5,3.4,69
System Engineer ,G-R-Infraprojects,0-10yrs  ,"6,12,434",3.0,8.7,3.0,69
IT Analyst ,G-R-Infraprojects,3-11yrs  ,"4,40,739",2.3,6.3,3.0,69
AST Consultant ,G-R-Infraprojects,6-15yrs  ,"3,54,985",2.1,5.4,3.0,69
Assistant System Engineer ,G-R-Infraprojects,0-4yrs  ,"10,05,150",5.2,14.0,3.0,69
Associate Consultant ,G-R-Infraprojects,4-21yrs  ,"3,11,032",1.8,5.7,3.0,69
Senior Process Associate ,G-R-Infraprojects,0-11yrs  ,"3,76,952",2.0,6.0,3.0,69
Software Engineer ,G-R-Infraprojects,0-8yrs  ,"3,90,013",2.5,5.4,3.0,69
Process Associate ,G-R-Infraprojects,0-9yrs  ,"3,52,179",1.8,5.8,3.0,69
Software Developer ,G-R-Infraprojects,0-9yrs  ,"2,84,191",1.3,3.9,3.0,69
System Engineer Hardware ,G-R-Infraprojects,0-6yrs  ,"3,36,179",1.8,4.7,3.0,69
System Engineer ,Harman-Connected-Services,0-10yrs  ,"20,60,845",7.3,33.0,4.2,67
IT Analyst ,Harman-Connected-Services,3-11yrs  ,"13,76,041",4.6,24.0,4.2,67
AST Consultant ,Harman-Connected-Services,6-15yrs  ,"11,74,656",4.8,24.0,4.2,67
Assistant System Engineer ,Harman-Connected-Services,0-4yrs  ,"7,64,320",2.8,15.7,4.2,67
Associate Consultant ,Harman-Connected-Services,4-21yrs  ,"14,54,976",4.9,25.0,4.2,67
Senior Process Associate ,Harman-Connected-Services,0-11yrs  ,"13,34,116",4.6,21.5,4.2,67
Software Engineer ,Harman-Connected-Services,0-8yrs  ,"6,26,391",3.1,10.0,4.2,67
Process Associate ,Harman-Connected-Services,0-9yrs  ,"18,24,690",7.6,27.0,4.2,67
Software Developer ,Harman-Connected-Services,0-9yrs  ,"5,16,432",2.5,7.0,4.2,67
System Engineer Hardware ,Harman-Connected-Services,0-6yrs  ,"3,18,288",2.4,5.0,4.2,67
System Engineer ,Sigma-Electric-Manufacturing-Corporation,0-10yrs  ,"1,97,743",1.1,3.1,4.5,65
IT Analyst ,Sigma-Electric-Manufacturing-Corporation,3-11yrs  ,"2,60,656",1.6,4.0,4.5,65
AST Consultant ,Sigma-Electric-Manufacturing-Corporation,6-15yrs  ,"2,40,023",1.2,4.0,4.5,65
Assistant System Engineer ,Sigma-Electric-Manufacturing-Corporation,0-4yrs  ,"1,89,456",1.1,3.2,4.5,65
Associate Consultant ,Sigma-Electric-Manufacturing-Corporation,4-21yrs  ,"2,47,053",1.2,4.8,4.5,65
Senior Process Associate ,Sigma-Electric-Manufacturing-Corporation,0-11yrs  ,"6,18,862",3.6,8.0,4.5,65
Software Engineer ,Sigma-Electric-Manufacturing-Corporation,0-8yrs  ,"8,61,957",5.1,11.5,4.5,65
Process Associate ,Sigma-Electric-Manufacturing-Corporation,0-9yrs  ,"1,91,865",1.5,2.5,4.5,65
Software Developer ,Sigma-Electric-Manufacturing-Corporation,0-9yrs  ,"1,87,656",1.1,2.5,4.5,65
System Engineer Hardware ,Sigma-Electric-Manufacturing-Corporation,0-6yrs  ,"1,70,115",1.1,2.5,4.5,65
System Engineer ,Amazon-Transportation-Services,0-10yrs  ,"5,87,944",3.0,9.0,2.6,64
IT Analyst ,Amazon-Transportation-Services,3-11yrs  ,"2,70,344",1.0,4.1,2.6,64
AST Consultant ,Amazon-Transportation-Services,6-15yrs  ,"6,35,077",3.0,8.5,2.6,64
Assistant System Engineer ,Amazon-Transportation-Services,0-4yrs  ,"7,94,804",4.5,11.3,2.6,64
Associate Consultant ,Amazon-Transportation-Services,4-21yrs  ,"2,87,095",1.5,5.0,2.6,64
Senior Process Associate ,Amazon-Transportation-Services,0-11yrs  ,"17,02,528",7.6,36.0,2.6,64
Software Engineer ,Amazon-Transportation-Services,0-8yrs  ,"2,44,718",15.0,3.6,2.6,64
Process Associate ,Amazon-Transportation-Services,0-9yrs  ,"3,60,434",2.1,4.6,2.6,64
Software Developer ,Amazon-Transportation-Services,0-9yrs  ,"1,31,648",10.0,3.0,2.6,64
System Engineer Hardware ,Amazon-Transportation-Services,0-6yrs  ,"12,42,858",1.3,20.7,2.6,64
System Engineer ,Microland,0-10yrs  ,"3,32,291",2.3,4.6,2.6,64
IT Analyst ,Microland,3-11yrs  ,"7,10,679",2.2,15.0,2.6,64
AST Consultant ,Microland,6-15yrs  ,"4,52,990",2.1,8.0,2.6,64
Assistant System Engineer ,Microland,0-4yrs  ,"15,21,276",7.8,20.0,2.6,64
Associate Consultant ,Microland,4-21yrs  ,"5,84,585",3.0,12.5,2.6,64
Senior Process Associate ,Microland,0-11yrs  ,"4,06,974",2.2,6.0,2.6,64
Software Engineer ,Microland,0-8yrs  ,"5,38,353",2.8,8.0,2.6,64
Process Associate ,Microland,0-9yrs  ,"13,38,102",5.4,17.0,2.6,64
Software Developer ,Microland,0-9yrs  ,"3,30,310",2.4,4.0,2.6,64
System Engineer Hardware ,Microland,0-6yrs  ,"3,21,818",1.6,5.5,2.6,64
System Engineer ,Meesho,0-10yrs  ,"4,90,911",2.2,6.5,4.1,64
IT Analyst ,Meesho,3-11yrs  ,"7,11,525",4.1,10.4,4.1,64
AST Consultant ,Meesho,6-15yrs  ,"5,11,358",3.5,7.5,4.1,64
Assistant System Engineer ,Meesho,0-4yrs  ,"5,67,461",2.9,9.0,4.1,64
Associate Consultant ,Meesho,4-21yrs  ,"2,85,461",2.0,4.0,4.1,64
Senior Process Associate ,Meesho,0-11yrs  ,"16,00,253",6.0,23.0,4.1,64
Software Engineer ,Meesho,0-8yrs  ,"6,55,075",4.2,9.5,4.1,64
Process Associate ,Meesho,0-9yrs  ,"2,49,515",2.0,3.5,4.1,64
Software Developer ,Meesho,0-9yrs  ,"4,72,988",2.6,6.0,4.1,64
System Engineer Hardware ,Meesho,0-6yrs  ,"21,35,605",12.0,26.0,4.1,64
System Engineer ,Safexpress,0-10yrs  ,"2,69,215",1.0,4.5,3.6,64
IT Analyst ,Safexpress,3-11yrs  ,"4,24,870",1.7,6.5,3.6,64
AST Consultant ,Safexpress,6-15yrs  ,"8,53,838",4.3,15.0,3.6,64
Assistant System Engineer ,Safexpress,0-4yrs  ,"4,46,013",2.2,5.5,3.6,64
Associate Consultant ,Safexpress,4-21yrs  ,"1,72,304",15.0,3.3,3.6,64
Senior Process Associate ,Safexpress,0-11yrs  ,"4,20,348",1.8,7.5,3.6,64
Software Engineer ,Safexpress,0-8yrs  ,"2,36,252",1.0,5.3,3.6,64
Process Associate ,Safexpress,0-9yrs  ,"2,90,107",1.5,4.1,3.6,64
Software Developer ,Safexpress,0-9yrs  ,"3,25,877",2.1,4.6,3.6,64
System Engineer Hardware ,Safexpress,0-6yrs  ,"2,15,875",15.0,15.0,3.6,64
System Engineer ,Reckitt-Benckiser,0-10yrs  ,"8,67,032",4.8,12.0,4.6,64
IT Analyst ,Reckitt-Benckiser,3-11yrs  ,"15,77,736",9.0,18.8,4.6,64
AST Consultant ,Reckitt-Benckiser,6-15yrs  ,"12,07,746",7.7,15.4,4.6,64
Assistant System Engineer ,Reckitt-Benckiser,0-4yrs  ,"2,85,766",80.0,7.6,4.6,64
Associate Consultant ,Reckitt-Benckiser,4-21yrs  ,"9,53,827",2.0,16.2,4.6,64
Senior Process Associate ,Reckitt-Benckiser,0-11yrs  ,"25,29,376",13.0,33.0,4.6,64
Software Engineer ,Reckitt-Benckiser,0-8yrs  ,"7,10,893",4.7,10.5,4.6,64
Process Associate ,Reckitt-Benckiser,0-9yrs  ,"6,27,986",3.9,8.4,4.6,64
Software Developer ,Reckitt-Benckiser,0-9yrs  ,"5,26,658",3.0,7.0,4.6,64
System Engineer Hardware ,Reckitt-Benckiser,0-6yrs  ,"5,78,414",3.9,8.3,4.6,64
System Engineer ,Metro,0-10yrs  ,"4,03,283",2.1,5.7,4.3,63
IT Analyst ,Metro,3-11yrs  ,"3,76,882",2.0,5.0,4.3,63
AST Consultant ,Metro,6-15yrs  ,"6,65,450",2.7,10.5,4.3,63
Assistant System Engineer ,Metro,0-4yrs  ,"2,75,063",1.6,3.6,4.3,63
Associate Consultant ,Metro,4-21yrs  ,"5,74,744",3.0,10.0,4.3,63
Senior Process Associate ,Metro,0-11yrs  ,"2,09,254",10.0,3.6,4.3,63
Software Engineer ,Metro,0-8yrs  ,"1,94,652",12.0,20.2,4.3,63
Process Associate ,Metro,0-9yrs  ,"2,55,652",1.1,4.9,4.3,63
Software Developer ,Metro,0-9yrs  ,"4,98,711",3.5,6.1,4.3,63
System Engineer Hardware ,Metro,0-6yrs  ,"4,52,349",3.1,6.3,4.3,63
System Engineer ,Biological-E,0-10yrs  ,"3,20,697",1.6,5.3,3.7,63
IT Analyst ,Biological-E,3-11yrs  ,"10,93,893",6.4,15.0,3.7,63
AST Consultant ,Biological-E,6-15yrs  ,"4,65,084",2.5,6.5,3.7,63
Assistant System Engineer ,Biological-E,0-4yrs  ,"3,42,534",1.4,5.6,3.7,63
Associate Consultant ,Biological-E,4-21yrs  ,"3,70,904",2.0,6.5,3.7,63
Senior Process Associate ,Biological-E,0-11yrs  ,"24,57,125",15.6,31.5,3.7,63
Software Engineer ,Biological-E,0-8yrs  ,"3,02,413",1.6,4.8,3.7,63
Process Associate ,Biological-E,0-9yrs  ,"3,34,375",2.0,5.2,3.7,63
Software Developer ,Biological-E,0-9yrs  ,"4,28,164",3.0,5.5,3.7,63
System Engineer Hardware ,Biological-E,0-6yrs  ,"1,87,197",1.5,2.3,3.7,63
System Engineer ,KONE,0-10yrs  ,"4,57,880",2.0,8.0,3.7,63
IT Analyst ,KONE,3-11yrs  ,"8,52,678",5.0,11.5,3.7,63
AST Consultant ,KONE,6-15yrs  ,"4,54,231",2.0,9.5,3.7,63
Assistant System Engineer ,KONE,0-4yrs  ,"9,79,006",5.3,13.1,3.7,63
Associate Consultant ,KONE,4-21yrs  ,"3,90,172",3.0,6.4,3.7,63
Senior Process Associate ,KONE,0-11yrs  ,"3,75,628",2.0,8.5,3.7,63
Software Engineer ,KONE,0-8yrs  ,"3,97,042",2.2,5.4,3.7,63
Process Associate ,KONE,0-9yrs  ,"4,14,154",1.6,9.2,3.7,63
Software Developer ,KONE,0-9yrs  ,"2,97,994",1.8,4.2,3.7,63
System Engineer Hardware ,KONE,0-6yrs  ,"5,90,689",2.4,10.0,3.7,63
System Engineer ,Microsoft-Corporation,0-10yrs  ,"30,50,624",2.1,1.2,3.7,63
IT Analyst ,Microsoft-Corporation,3-11yrs  ,"18,87,018",5.2,30.0,3.7,63
AST Consultant ,Microsoft-Corporation,6-15yrs  ,"38,27,677",15.6,60.0,3.7,63
Assistant System Engineer ,Microsoft-Corporation,0-4yrs  ,"59,34,372",15.0,1.1,3.7,63
Associate Consultant ,Microsoft-Corporation,4-21yrs  ,"39,20,092",18.0,55.0,3.7,63
Senior Process Associate ,Microsoft-Corporation,0-11yrs  ,"39,08,840",15.0,60.0,3.7,63
Software Engineer ,Microsoft-Corporation,0-8yrs  ,"15,60,512",40.0,25.0,3.7,63
Process Associate ,Microsoft-Corporation,0-9yrs  ,"39,20,508",13.0,65.0,3.7,63
Software Developer ,Microsoft-Corporation,0-9yrs  ,"39,82,696",17.5,65.0,3.7,63
System Engineer Hardware ,Microsoft-Corporation,0-6yrs  ,"24,63,400",13.0,35.0,3.7,63
System Engineer ,Hyatt-Regency,0-10yrs  ,"2,37,291",45.0,5.5,3.7,63
