Designation,Company,experience,average salary,minimum salary,maximum salary,ratings,reviews
Sales Engineer ,Intex-Technologies,1-6yrs  ,"7,08,033",4.0,11.5,4.0,104
Senior Sales Engineer ,Intex-Technologies,4-13yrs  ,"5,17,767",3.0,7.6,4.0,104
Process Agent ,Intex-Technologies,4-7yrs  ,"13,60,481",10.0,21.0,4.0,104
Technical Support Engineer ,Intex-Technologies,1-5yrs  ,"2,58,846",1.2,4.2,4.0,104
Maintenance Executive ,Intex-Technologies,4-10yrs  ,"3,47,115",2.7,4.2,4.0,104
Elevator Technician ,Intex-Technologies,3-10yrs  ,"8,83,769",6.3,12.5,4.0,104
Junior Process Agent ,Intex-Technologies,1-5yrs  ,"2,97,609",1.2,5.0,4.0,104
Installation Engineer ,Intex-Technologies,1-12yrs  ,"2,45,409",1.4,3.5,4.0,104
Design Engineer ,Alstom,1-5yrs  ,"6,80,000",6.8,6.8,4.0,103
Senior Engineer ,Alstom,4-8yrs  ,"9,95,643",6.0,20.0,4.0,103
Sales Engineer ,Alstom,1-6yrs  ,"10,11,702",6.5,17.0,4.0,103
Senior Sales Engineer ,Alstom,4-13yrs  ,"12,40,429",6.5,23.0,4.0,103
Process Agent ,Alstom,4-7yrs  ,"8,32,102",5.6,13.3,4.0,103
Technical Support Engineer ,Alstom,1-5yrs  ,"12,48,836",8.0,18.0,4.0,103
Maintenance Executive ,Alstom,4-10yrs  ,"12,50,250",7.0,16.7,4.0,103
Elevator Technician ,Alstom,3-10yrs  ,"7,22,449",7.0,7.5,4.0,103
Junior Process Agent ,Alstom,1-5yrs  ,"12,25,193",6.5,19.3,4.0,103
Installation Engineer ,Alstom,1-12yrs  ,"16,33,388",10.0,23.0,4.0,103
Design Engineer ,Adobe,1-5yrs  ,"40,25,698",14.0,93.0,4.1,103
Senior Engineer ,Adobe,4-8yrs  ,"13,72,680",5.2,23.3,4.1,103
Sales Engineer ,Adobe,1-6yrs  ,"17,26,717",3.7,30.0,4.1,103
Senior Sales Engineer ,Adobe,4-13yrs  ,"25,09,996",10.5,42.0,4.1,103
Process Agent ,Adobe,4-7yrs  ,"16,35,762",7.2,27.0,4.1,103
Technical Support Engineer ,Adobe,1-5yrs  ,"30,06,896",8.0,40.5,4.1,103
Maintenance Executive ,Adobe,4-10yrs  ,"20,07,808",7.0,40.0,4.1,103
Elevator Technician ,Adobe,3-10yrs  ,"59,99,174",28.0,1.0,4.1,103
Junior Process Agent ,Adobe,1-5yrs  ,"5,72,927",3.0,8.5,4.1,103
Installation Engineer ,Adobe,1-12yrs  ,"19,65,383",8.0,29.0,4.1,103
Design Engineer ,QualityKiosk-Technologies,1-5yrs  ,"4,45,254",1.9,10.0,4.0,103
Senior Engineer ,QualityKiosk-Technologies,4-8yrs  ,"7,20,466",2.5,13.9,4.0,103
Sales Engineer ,QualityKiosk-Technologies,1-6yrs  ,"4,53,747",1.1,9.0,4.0,103
Senior Sales Engineer ,QualityKiosk-Technologies,4-13yrs  ,"10,23,582",5.8,16.0,4.0,103
Process Agent ,QualityKiosk-Technologies,4-7yrs  ,"5,00,235",2.3,9.3,4.0,103
Technical Support Engineer ,QualityKiosk-Technologies,1-5yrs  ,"2,84,162",1.0,4.0,4.0,103
Maintenance Executive ,QualityKiosk-Technologies,4-10yrs  ,"4,63,446",2.2,8.0,4.0,103
Elevator Technician ,QualityKiosk-Technologies,3-10yrs  ,"5,00,189",2.5,10.0,4.0,103
Junior Process Agent ,QualityKiosk-Technologies,1-5yrs  ,"12,78,606",6.6,19.0,4.0,103
Installation Engineer ,QualityKiosk-Technologies,1-12yrs  ,"8,19,746",2.8,16.0,4.0,103
Design Engineer ,Tietoevry,1-5yrs  ,"16,71,829",5.5,26.0,3.9,102
Senior Engineer ,Tietoevry,4-8yrs  ,"9,08,324",3.0,19.3,3.9,102
Sales Engineer ,Tietoevry,1-6yrs  ,"4,38,701",3.0,7.8,3.9,102
Senior Sales Engineer ,Tietoevry,4-13yrs  ,"20,00,962",9.0,27.5,3.9,102
Process Agent ,Tietoevry,4-7yrs  ,"12,69,420",6.0,21.8,3.9,102
Technical Support Engineer ,Tietoevry,1-5yrs  ,"7,51,099",3.3,12.5,3.9,102
Maintenance Executive ,Tietoevry,4-10yrs  ,"7,21,237",3.5,11.6,3.9,102
Elevator Technician ,Tietoevry,3-10yrs  ,"23,62,946",12.3,29.5,3.9,102
Junior Process Agent ,Tietoevry,1-5yrs  ,"4,98,810",3.0,6.2,3.9,102
Installation Engineer ,Tietoevry,1-12yrs  ,"19,28,898",8.0,26.0,3.9,102
Design Engineer ,Coca-Cola-Company,1-5yrs  ,"3,04,250",30.0,5.5,3.9,101
Senior Engineer ,Coca-Cola-Company,4-8yrs  ,"7,21,866",2.6,16.0,3.9,101
Sales Engineer ,Coca-Cola-Company,1-6yrs  ,"2,65,139",10.0,3.8,3.9,101
Senior Sales Engineer ,Coca-Cola-Company,4-13yrs  ,"1,77,549",15.0,3.1,3.9,101
Process Agent ,Coca-Cola-Company,4-7yrs  ,"2,41,950",15.0,4.0,3.9,101
Technical Support Engineer ,Coca-Cola-Company,1-5yrs  ,"1,38,281",10.0,3.6,3.9,101
Maintenance Executive ,Coca-Cola-Company,4-10yrs  ,"1,95,325",1.3,2.5,3.9,101
Elevator Technician ,Coca-Cola-Company,3-10yrs  ,"11,59,138",2.0,32.0,3.9,101
Junior Process Agent ,Coca-Cola-Company,1-5yrs  ,"4,60,219",2.0,9.0,3.9,101
Installation Engineer ,Coca-Cola-Company,1-12yrs  ,"1,42,500",15.0,2.5,3.9,101
Design Engineer ,Dhoot-Transmission,1-5yrs  ,"2,36,328",10.0,3.6,2.6,101
Senior Engineer ,Dhoot-Transmission,4-8yrs  ,"2,50,939",10.0,5.0,2.6,101
Sales Engineer ,Dhoot-Transmission,1-6yrs  ,"1,74,393",1.0,3.0,2.6,101
Senior Sales Engineer ,Dhoot-Transmission,4-13yrs  ,"3,02,272",1.5,4.8,2.6,101
Process Agent ,Dhoot-Transmission,4-7yrs  ,"2,66,797",1.5,4.3,2.6,101
Technical Support Engineer ,Dhoot-Transmission,1-5yrs  ,"1,97,438",16.0,3.3,2.6,101
Maintenance Executive ,Dhoot-Transmission,4-10yrs  ,"2,67,166",1.2,4.6,2.6,101
Elevator Technician ,Dhoot-Transmission,3-10yrs  ,"2,55,946",1.4,5.0,2.6,101
Junior Process Agent ,Dhoot-Transmission,1-5yrs  ,"2,71,288",1.1,4.5,2.6,101
Installation Engineer ,Dhoot-Transmission,1-12yrs  ,"2,36,811",1.0,3.2,2.6,101
Design Engineer ,Automotive-Manufacturers,1-5yrs  ,"3,23,043",1.1,5.5,3.8,101
Senior Engineer ,Automotive-Manufacturers,4-8yrs  ,"2,68,378",1.2,4.0,3.8,101
Sales Engineer ,Automotive-Manufacturers,1-6yrs  ,"3,33,944",1.8,6.5,3.8,101
Senior Sales Engineer ,Automotive-Manufacturers,4-13yrs  ,"2,89,485",1.2,4.6,3.8,101
Process Agent ,Automotive-Manufacturers,4-7yrs  ,"2,78,284",1.2,4.3,3.8,101
Technical Support Engineer ,Automotive-Manufacturers,1-5yrs  ,"5,26,209",3.0,8.2,3.8,101
Maintenance Executive ,Automotive-Manufacturers,4-10yrs  ,"3,45,356",1.0,5.8,3.8,101
Elevator Technician ,Automotive-Manufacturers,3-10yrs  ,"2,59,328",1.1,4.2,3.8,101
Junior Process Agent ,Automotive-Manufacturers,1-5yrs  ,"2,48,234",1.1,3.6,3.8,101
Installation Engineer ,Automotive-Manufacturers,1-12yrs  ,"2,80,997",1.2,4.8,3.8,101
Design Engineer ,Aditya-Birla-Health-Insurance-Co,1-5yrs  ,"3,83,395",2.6,5.0,3.8,100
Senior Engineer ,Aditya-Birla-Health-Insurance-Co,4-8yrs  ,"3,15,950",1.8,4.0,3.8,100
Sales Engineer ,Aditya-Birla-Health-Insurance-Co,1-6yrs  ,"3,16,147",2.1,3.8,3.8,100
Senior Sales Engineer ,Aditya-Birla-Health-Insurance-Co,4-13yrs  ,"3,86,079",3.0,4.5,3.8,100
Process Agent ,Aditya-Birla-Health-Insurance-Co,4-7yrs  ,"4,71,599",3.4,6.1,3.8,100
Technical Support Engineer ,Aditya-Birla-Health-Insurance-Co,1-5yrs  ,"7,92,376",4.2,13.0,3.8,100
Maintenance Executive ,Aditya-Birla-Health-Insurance-Co,4-10yrs  ,"8,21,913",5.5,11.4,3.8,100
Elevator Technician ,Aditya-Birla-Health-Insurance-Co,3-10yrs  ,"4,27,361",2.1,6.2,3.8,100
Junior Process Agent ,Aditya-Birla-Health-Insurance-Co,1-5yrs  ,"10,27,898",4.0,14.2,3.8,100
Installation Engineer ,Aditya-Birla-Health-Insurance-Co,1-12yrs  ,"2,67,015",2.2,3.5,3.8,100
Design Engineer ,Kendriya-Vidyalaya-Sangathan,1-5yrs  ,"2,91,442",1.2,4.0,3.9,100
Senior Engineer ,Kendriya-Vidyalaya-Sangathan,4-8yrs  ,"2,79,102",1.0,6.6,3.9,100
Sales Engineer ,Kendriya-Vidyalaya-Sangathan,1-6yrs  ,"3,03,985",1.1,6.5,3.9,100
Senior Sales Engineer ,Kendriya-Vidyalaya-Sangathan,4-13yrs  ,"2,60,875",1.3,5.0,3.9,100
Process Agent ,Kendriya-Vidyalaya-Sangathan,4-7yrs  ,"3,24,769",90.0,9.6,3.9,100
Technical Support Engineer ,Kendriya-Vidyalaya-Sangathan,1-5yrs  ,"3,10,504",1.3,8.4,3.9,100
Maintenance Executive ,Kendriya-Vidyalaya-Sangathan,4-10yrs  ,"3,14,554",2.0,5.0,3.9,100
Elevator Technician ,Kendriya-Vidyalaya-Sangathan,3-10yrs  ,"9,37,606",2.0,16.1,3.9,100
Junior Process Agent ,Kendriya-Vidyalaya-Sangathan,1-5yrs  ,"3,64,905",1.2,10.5,3.9,100
Installation Engineer ,Kendriya-Vidyalaya-Sangathan,1-12yrs  ,"2,00,671",1.0,3.0,3.9,100
Design Engineer ,Xyz-Company,1-5yrs  ,"19,99,634",7.0,40.0,4.2,99
Senior Engineer ,Xyz-Company,4-8yrs  ,"22,50,683",11.0,42.0,4.2,99
Sales Engineer ,Xyz-Company,1-6yrs  ,"19,81,995",5.6,38.0,4.2,99
Senior Sales Engineer ,Xyz-Company,4-13yrs  ,"13,59,060",4.8,30.0,4.2,99
Process Agent ,Xyz-Company,4-7yrs  ,"23,12,226",6.0,55.0,4.2,99
Technical Support Engineer ,Xyz-Company,1-5yrs  ,"24,63,241",13.5,40.0,4.2,99
Maintenance Executive ,Xyz-Company,4-10yrs  ,"17,79,441",5.5,35.0,4.2,99
Elevator Technician ,Xyz-Company,3-10yrs  ,"19,69,524",6.2,39.0,4.2,99
Junior Process Agent ,Xyz-Company,1-5yrs  ,"3,96,273",1.9,9.0,4.2,99
Installation Engineer ,Xyz-Company,1-12yrs  ,"24,31,062",12.0,42.0,4.2,99
Design Engineer ,Xyz-Company,1-5yrs  ,"19,99,634",7.0,40.0,3.4,99
Senior Engineer ,Xyz-Company,4-8yrs  ,"22,50,683",11.0,42.0,3.4,99
Sales Engineer ,Xyz-Company,1-6yrs  ,"19,81,995",5.6,38.0,3.4,99
Senior Sales Engineer ,Xyz-Company,4-13yrs  ,"13,59,060",4.8,30.0,3.4,99
Process Agent ,Xyz-Company,4-7yrs  ,"23,12,226",6.0,55.0,3.4,99
Technical Support Engineer ,Xyz-Company,1-5yrs  ,"24,63,241",13.5,40.0,3.4,99
Maintenance Executive ,Xyz-Company,4-10yrs  ,"17,79,441",5.5,35.0,3.4,99
Elevator Technician ,Xyz-Company,3-10yrs  ,"19,69,524",6.2,39.0,3.4,99
Junior Process Agent ,Xyz-Company,1-5yrs  ,"3,96,273",1.9,9.0,3.4,99
Installation Engineer ,Xyz-Company,1-12yrs  ,"24,31,062",12.0,42.0,3.4,99
Design Engineer ,Godrej-Consumer-Products,1-5yrs  ,"5,95,933",1.0,13.9,4.1,98
Senior Engineer ,Godrej-Consumer-Products,4-8yrs  ,"3,89,762",1.9,6.1,4.1,98
Sales Engineer ,Godrej-Consumer-Products,1-6yrs  ,"2,63,889",1.0,4.2,4.1,98
Senior Sales Engineer ,Godrej-Consumer-Products,4-13yrs  ,"10,11,980",6.0,13.5,4.1,98
Process Agent ,Godrej-Consumer-Products,4-7yrs  ,"18,93,284",9.5,30.0,4.1,98
Technical Support Engineer ,Godrej-Consumer-Products,1-5yrs  ,"7,19,626",5.0,9.1,4.1,98
Maintenance Executive ,Godrej-Consumer-Products,4-10yrs  ,"4,53,194",2.5,6.2,4.1,98
Elevator Technician ,Godrej-Consumer-Products,3-10yrs  ,"3,86,217",3.0,4.7,4.1,98
Junior Process Agent ,Godrej-Consumer-Products,1-5yrs  ,"13,47,391",7.1,15.2,4.1,98
Installation Engineer ,Godrej-Consumer-Products,1-12yrs  ,"4,37,034",1.8,8.5,4.1,98
Design Engineer ,TE-Connectivity,1-5yrs  ,"9,34,915",3.6,15.1,3.6,98
Senior Engineer ,TE-Connectivity,4-8yrs  ,"4,90,881",3.3,6.1,3.6,98
Sales Engineer ,TE-Connectivity,1-6yrs  ,"2,99,968",1.4,5.4,3.6,98
Senior Sales Engineer ,TE-Connectivity,4-13yrs  ,"3,39,496",2.0,4.4,3.6,98
Process Agent ,TE-Connectivity,4-7yrs  ,"7,03,154",3.5,11.0,3.6,98
Technical Support Engineer ,TE-Connectivity,1-5yrs  ,"4,52,046",2.0,9.0,3.6,98
Maintenance Executive ,TE-Connectivity,4-10yrs  ,"2,19,075",15.0,3.5,3.6,98
Elevator Technician ,TE-Connectivity,3-10yrs  ,"3,20,399",1.5,6.3,3.6,98
Junior Process Agent ,TE-Connectivity,1-5yrs  ,"3,04,009",1.8,4.5,3.6,98
Installation Engineer ,TE-Connectivity,1-12yrs  ,"10,98,298",5.8,20.0,3.6,98
Design Engineer ,Decathlon,1-5yrs  ,"3,13,280",1.0,5.6,3.8,98
Senior Engineer ,Decathlon,4-8yrs  ,"4,69,130",2.2,7.0,3.8,98
Sales Engineer ,Decathlon,1-6yrs  ,"3,38,256",1.0,5.5,3.8,98
Senior Sales Engineer ,Decathlon,4-13yrs  ,"6,55,097",4.5,10.1,3.8,98
Process Agent ,Decathlon,4-7yrs  ,"2,47,902",15.0,12.0,3.8,98
Technical Support Engineer ,Decathlon,1-5yrs  ,"4,14,593",2.0,8.5,3.8,98
Maintenance Executive ,Decathlon,4-10yrs  ,"3,11,312",1.0,5.0,3.8,98
Elevator Technician ,Decathlon,3-10yrs  ,"4,34,791",3.2,5.6,3.8,98
Junior Process Agent ,Decathlon,1-5yrs  ,"2,70,155",10.0,5.0,3.8,98
Installation Engineer ,Decathlon,1-12yrs  ,"8,41,303",4.0,21.0,3.8,98
Design Engineer ,Rockman-Industries,1-5yrs  ,"3,40,982",2.0,4.2,3.4,98
Senior Engineer ,Rockman-Industries,4-8yrs  ,"5,58,951",3.6,7.7,3.4,98
Sales Engineer ,Rockman-Industries,1-6yrs  ,"3,71,461",1.3,5.3,3.4,98
Senior Sales Engineer ,Rockman-Industries,4-13yrs  ,"4,48,529",3.0,5.5,3.4,98
Process Agent ,Rockman-Industries,4-7yrs  ,"2,78,605",2.0,3.7,3.4,98
Technical Support Engineer ,Rockman-Industries,1-5yrs  ,"11,31,207",6.2,14.5,3.4,98
Maintenance Executive ,Rockman-Industries,4-10yrs  ,"2,08,223",1.0,3.0,3.4,98
Elevator Technician ,Rockman-Industries,3-10yrs  ,"3,55,388",2.0,5.6,3.4,98
Junior Process Agent ,Rockman-Industries,1-5yrs  ,"3,39,262",1.8,5.0,3.4,98
Installation Engineer ,Rockman-Industries,1-12yrs  ,"5,90,425",3.8,7.3,3.4,98
Design Engineer ,Tata-AutoComp-Systems,1-5yrs  ,"7,56,456",4.5,11.0,3.3,97
Senior Engineer ,Tata-AutoComp-Systems,4-8yrs  ,"5,91,185",2.5,10.5,3.3,97
Sales Engineer ,Tata-AutoComp-Systems,1-6yrs  ,"3,17,919",1.1,6.8,3.3,97
Senior Sales Engineer ,Tata-AutoComp-Systems,4-13yrs  ,"4,93,195",1.8,7.5,3.3,97
Process Agent ,Tata-AutoComp-Systems,4-7yrs  ,"1,62,010",1.0,3.4,3.3,97
Technical Support Engineer ,Tata-AutoComp-Systems,1-5yrs  ,"3,17,716",1.0,5.0,3.3,97
Maintenance Executive ,Tata-AutoComp-Systems,4-10yrs  ,"3,62,592",1.3,7.1,3.3,97
Elevator Technician ,Tata-AutoComp-Systems,3-10yrs  ,"11,29,398",7.1,18.0,3.3,97
Junior Process Agent ,Tata-AutoComp-Systems,1-5yrs  ,"10,09,777",5.0,16.0,3.3,97
Installation Engineer ,Tata-AutoComp-Systems,1-12yrs  ,"3,75,431",1.2,6.0,3.3,97
Design Engineer ,Spinny,1-5yrs  ,"4,40,914",2.2,6.6,3.3,97
Senior Engineer ,Spinny,4-8yrs  ,"3,80,637",2.7,5.1,3.3,97
Sales Engineer ,Spinny,1-6yrs  ,"3,26,698",2.4,4.5,3.3,97
Senior Sales Engineer ,Spinny,4-13yrs  ,"5,47,103",3.3,7.5,3.3,97
Process Agent ,Spinny,4-7yrs  ,"3,88,467",2.5,5.4,3.3,97
Technical Support Engineer ,Spinny,1-5yrs  ,"9,78,176",4.0,14.0,3.3,97
Maintenance Executive ,Spinny,4-10yrs  ,"5,85,895",3.9,7.5,3.3,97
Elevator Technician ,Spinny,3-10yrs  ,"3,77,695",2.2,5.2,3.3,97
Junior Process Agent ,Spinny,1-5yrs  ,"24,59,665",15.0,36.0,3.3,97
Installation Engineer ,Spinny,1-12yrs  ,"9,60,856",6.0,14.0,3.3,97
Design Engineer ,BGR-Energy-Systems,1-5yrs  ,"6,29,151",3.6,10.3,4.4,97
Senior Engineer ,BGR-Energy-Systems,4-8yrs  ,"8,65,391",4.3,13.0,4.4,97
Sales Engineer ,BGR-Energy-Systems,1-6yrs  ,"4,65,163",1.8,8.0,4.4,97
Senior Sales Engineer ,BGR-Energy-Systems,4-13yrs  ,"21,06,428",13.8,30.0,4.4,97
Process Agent ,BGR-Energy-Systems,4-7yrs  ,"3,72,161",1.6,6.0,4.4,97
Technical Support Engineer ,BGR-Energy-Systems,1-5yrs  ,"7,70,209",5.8,13.0,4.4,97
Maintenance Executive ,BGR-Energy-Systems,4-10yrs  ,"3,97,559",2.2,5.7,4.4,97
Elevator Technician ,BGR-Energy-Systems,3-10yrs  ,"3,98,849",2.4,5.0,4.4,97
Junior Process Agent ,BGR-Energy-Systems,1-5yrs  ,"3,34,509",2.1,5.0,4.4,97
Installation Engineer ,BGR-Energy-Systems,1-12yrs  ,"11,60,217",5.2,16.5,4.4,97
Design Engineer ,Apexon,1-5yrs  ,"14,21,847",5.0,26.5,4.1,97
Senior Engineer ,Apexon,4-8yrs  ,"8,09,353",3.1,19.5,4.1,97
Sales Engineer ,Apexon,1-6yrs  ,"6,22,013",3.0,11.5,4.1,97
Senior Sales Engineer ,Apexon,4-13yrs  ,"4,37,627",3.0,6.0,4.1,97
Process Agent ,Apexon,4-7yrs  ,"4,01,043",1.4,7.6,4.1,97
Technical Support Engineer ,Apexon,1-5yrs  ,"21,71,796",10.0,35.0,4.1,97
Maintenance Executive ,Apexon,4-10yrs  ,"2,91,642",1.1,4.7,4.1,97
Elevator Technician ,Apexon,3-10yrs  ,"4,67,366",2.9,7.2,4.1,97
Junior Process Agent ,Apexon,1-5yrs  ,"3,25,466",20.0,6.0,4.1,97
Installation Engineer ,Apexon,1-12yrs  ,"9,31,263",5.0,12.5,4.1,97
Design Engineer ,Hatsun-Agro-Product,1-5yrs  ,"3,32,541",2.0,4.5,4.4,96
Senior Engineer ,Hatsun-Agro-Product,4-8yrs  ,"2,99,289",1.3,4.8,4.4,96
Sales Engineer ,Hatsun-Agro-Product,1-6yrs  ,"2,60,028",1.1,4.3,4.4,96
Senior Sales Engineer ,Hatsun-Agro-Product,4-13yrs  ,"4,02,169",2.1,5.6,4.4,96
Process Agent ,Hatsun-Agro-Product,4-7yrs  ,"4,30,304",2.3,6.5,4.4,96
Technical Support Engineer ,Hatsun-Agro-Product,1-5yrs  ,"2,31,602",35.0,9.3,4.4,96
Maintenance Executive ,Hatsun-Agro-Product,4-10yrs  ,"2,67,659",1.2,4.5,4.4,96
Elevator Technician ,Hatsun-Agro-Product,3-10yrs  ,"3,61,337",2.1,4.9,4.4,96
Junior Process Agent ,Hatsun-Agro-Product,1-5yrs  ,"4,85,531",2.7,6.4,4.4,96
Installation Engineer ,Hatsun-Agro-Product,1-12yrs  ,"4,51,142",2.8,6.0,4.4,96
Design Engineer ,Apotex-Research,1-5yrs  ,"5,00,551",3.0,7.3,3.2,96
Senior Engineer ,Apotex-Research,4-8yrs  ,"4,99,889",3.4,7.5,3.2,96
Sales Engineer ,Apotex-Research,1-6yrs  ,"2,88,107",1.5,4.8,3.2,96
Senior Sales Engineer ,Apotex-Research,4-13yrs  ,"18,80,415",10.0,28.0,3.2,96
Process Agent ,Apotex-Research,4-7yrs  ,"6,07,314",3.2,8.9,3.2,96
Technical Support Engineer ,Apotex-Research,1-5yrs  ,"13,70,709",8.5,18.0,3.2,96
Maintenance Executive ,Apotex-Research,4-10yrs  ,"7,86,659",5.8,10.0,3.2,96
Elevator Technician ,Apotex-Research,3-10yrs  ,"10,50,361",7.8,13.6,3.2,96
Junior Process Agent ,Apotex-Research,1-5yrs  ,"4,59,207",3.0,6.1,3.2,96
Installation Engineer ,Apotex-Research,1-12yrs  ,"4,78,630",2.5,7.0,3.2,96
Design Engineer ,Lemon-Tree-Hotels,1-5yrs  ,"1,88,717",15.0,13.0,3.8,96
Senior Engineer ,Lemon-Tree-Hotels,4-8yrs  ,"2,06,352",15.0,3.8,3.8,96
Sales Engineer ,Lemon-Tree-Hotels,1-6yrs  ,"4,27,192",2.4,6.0,3.8,96
Senior Sales Engineer ,Lemon-Tree-Hotels,4-13yrs  ,"2,67,496",1.5,4.0,3.8,96
Process Agent ,Lemon-Tree-Hotels,4-7yrs  ,"4,74,760",3.0,6.1,3.8,96
Technical Support Engineer ,Lemon-Tree-Hotels,1-5yrs  ,"2,82,971",1.7,3.6,3.8,96
Maintenance Executive ,Lemon-Tree-Hotels,4-10yrs  ,"2,18,513",80.0,8.0,3.8,96
Elevator Technician ,Lemon-Tree-Hotels,3-10yrs  ,"2,69,707",1.5,5.2,3.8,96
Junior Process Agent ,Lemon-Tree-Hotels,1-5yrs  ,"4,68,653",3.4,6.0,3.8,96
Installation Engineer ,Lemon-Tree-Hotels,1-12yrs  ,"4,14,338",2.8,5.5,3.8,96
Design Engineer ,JK-Lakshmi-Cement,1-5yrs  ,"4,20,459",2.4,7.1,3.8,95
Senior Engineer ,JK-Lakshmi-Cement,4-8yrs  ,"3,34,115",1.8,4.4,3.8,95
Sales Engineer ,JK-Lakshmi-Cement,1-6yrs  ,"7,80,377",5.0,9.7,3.8,95
Senior Sales Engineer ,JK-Lakshmi-Cement,4-13yrs  ,"5,77,435",2.8,8.0,3.8,95
Process Agent ,JK-Lakshmi-Cement,4-7yrs  ,"12,25,410",8.3,15.0,3.8,95
Technical Support Engineer ,JK-Lakshmi-Cement,1-5yrs  ,"7,75,584",4.8,10.5,3.8,95
Maintenance Executive ,JK-Lakshmi-Cement,4-10yrs  ,"4,33,144",2.5,5.5,3.8,95
Elevator Technician ,JK-Lakshmi-Cement,3-10yrs  ,"7,45,242",4.1,10.0,3.8,95
Junior Process Agent ,JK-Lakshmi-Cement,1-5yrs  ,"3,14,768",1.7,5.0,3.8,95
Installation Engineer ,JK-Lakshmi-Cement,1-12yrs  ,"10,50,987",7.1,12.6,3.8,95
Design Engineer ,RBL-FinServe,1-5yrs  ,"4,03,476",2.0,6.5,4.0,95
Senior Engineer ,RBL-FinServe,4-8yrs  ,"2,30,152",1.0,3.5,4.0,95
Sales Engineer ,RBL-FinServe,1-6yrs  ,"2,91,634",1.9,4.1,4.0,95
Senior Sales Engineer ,RBL-FinServe,4-13yrs  ,"4,19,540",1.8,6.0,4.0,95
Process Agent ,RBL-FinServe,4-7yrs  ,"5,99,344",3.9,9.3,4.0,95
Technical Support Engineer ,RBL-FinServe,1-5yrs  ,"4,29,328",2.8,6.0,4.0,95
Maintenance Executive ,RBL-FinServe,4-10yrs  ,"2,00,513",1.2,3.0,4.0,95
Elevator Technician ,RBL-FinServe,3-10yrs  ,"2,51,620",1.0,3.6,4.0,95
Junior Process Agent ,RBL-FinServe,1-5yrs  ,"2,40,516",1.3,4.5,4.0,95
Installation Engineer ,RBL-FinServe,1-12yrs  ,"2,16,138",1.5,3.5,4.0,95
Design Engineer ,Kirloskar-Oil-Engines,1-5yrs  ,"9,32,816",5.1,12.8,3.8,95
Senior Engineer ,Kirloskar-Oil-Engines,4-8yrs  ,"3,39,511",80.0,10.0,3.8,95
Sales Engineer ,Kirloskar-Oil-Engines,1-6yrs  ,"7,55,043",3.5,14.8,3.8,95
Senior Sales Engineer ,Kirloskar-Oil-Engines,4-13yrs  ,"2,94,376",1.2,4.5,3.8,95
Process Agent ,Kirloskar-Oil-Engines,4-7yrs  ,"6,43,744",4.0,8.0,3.8,95
Technical Support Engineer ,Kirloskar-Oil-Engines,1-5yrs  ,"3,62,068",1.3,6.4,3.8,95
Maintenance Executive ,Kirloskar-Oil-Engines,4-10yrs  ,"4,09,319",2.5,5.1,3.8,95
Elevator Technician ,Kirloskar-Oil-Engines,3-10yrs  ,"2,48,507",1.5,5.3,3.8,95
Junior Process Agent ,Kirloskar-Oil-Engines,1-5yrs  ,"3,30,860",2.2,4.2,3.8,95
Installation Engineer ,Kirloskar-Oil-Engines,1-12yrs  ,"4,31,488",2.8,5.0,3.8,95
Design Engineer ,1point1-Solutions,1-5yrs  ,"2,09,143",10.0,4.0,4.0,94
Senior Engineer ,1point1-Solutions,4-8yrs  ,"2,06,838",1.0,3.3,4.0,94
Sales Engineer ,1point1-Solutions,1-6yrs  ,"2,36,504",15.0,3.5,4.0,94
Senior Sales Engineer ,1point1-Solutions,4-13yrs  ,"1,96,531",90.0,3.9,4.0,94
Process Agent ,1point1-Solutions,4-7yrs  ,"2,69,743",1.1,4.2,4.0,94
Technical Support Engineer ,1point1-Solutions,1-5yrs  ,"3,15,114",1.6,4.5,4.0,94
Maintenance Executive ,1point1-Solutions,4-10yrs  ,"2,29,140",1.2,3.6,4.0,94
Elevator Technician ,1point1-Solutions,3-10yrs  ,"3,32,906",1.5,4.8,4.0,94
Junior Process Agent ,1point1-Solutions,1-5yrs  ,"2,40,462",1.0,4.1,4.0,94
Installation Engineer ,1point1-Solutions,1-12yrs  ,"2,09,356",90.0,8.0,4.0,94
Design Engineer ,Schaeffler-India,1-5yrs  ,"11,33,015",6.5,15.0,3.7,94
Senior Engineer ,Schaeffler-India,4-8yrs  ,"2,05,645",1.0,3.0,3.7,94
Sales Engineer ,Schaeffler-India,1-6yrs  ,"2,60,399",1.2,6.0,3.7,94
Senior Sales Engineer ,Schaeffler-India,4-13yrs  ,"8,42,321",4.0,12.0,3.7,94
Process Agent ,Schaeffler-India,4-7yrs  ,"2,76,725",1.5,5.3,3.7,94
Technical Support Engineer ,Schaeffler-India,1-5yrs  ,"1,91,869",1.2,3.2,3.7,94
Maintenance Executive ,Schaeffler-India,4-10yrs  ,"3,55,885",2.0,6.0,3.7,94
Elevator Technician ,Schaeffler-India,3-10yrs  ,"4,06,108",1.5,7.1,3.7,94
Junior Process Agent ,Schaeffler-India,1-5yrs  ,"2,30,951",1.1,4.1,3.7,94
Installation Engineer ,Schaeffler-India,1-12yrs  ,"1,94,832",1.1,4.1,3.7,94
Design Engineer ,Vistaar-Finance,1-5yrs  ,"5,62,417",3.0,8.5,4.4,94
Senior Engineer ,Vistaar-Finance,4-8yrs  ,"3,78,540",2.2,5.2,4.4,94
