Designation,Company,experience,average salary,minimum salary,maximum salary,ratings,reviews
Officer ,GKN,1-7yrs  ,"2,49,207",1.6,3.5,3.7,104
Junior Officer ,GKN,1-5yrs  ,"2,95,286",1.5,5.7,3.7,104
Production Officer ,GKN,1-6yrs  ,"3,44,119",2.0,5.4,3.7,104
Executive Production ,GKN,5-13yrs  ,"3,99,508",2.4,6.2,3.7,104
QC Officer ,GKN,1-6yrs  ,"13,99,914",9.5,18.0,3.7,104
Scientist 1 ,GKN,2-6yrs  ,"1,64,867",1.2,2.4,3.7,104
Deputy Manager ,GKN,8-16yrs  ,"2,46,661",1.6,3.4,3.7,104
Junior Production Officer ,GKN,1-3yrs  ,"2,63,509",1.8,5.6,3.7,104
Process Engineer ,GKN,1-7yrs  ,"1,77,579",1.0,2.8,3.7,104
EHS Officer ,GKN,1-7yrs  ,"2,57,222",1.8,4.2,3.7,104
Officer ,SitusAMC,1-7yrs  ,"5,64,473",2.8,9.5,4.0,104
Junior Officer ,SitusAMC,1-5yrs  ,"7,06,148",3.5,11.1,4.0,104
Production Officer ,SitusAMC,1-6yrs  ,"6,06,803",4.0,9.5,4.0,104
Executive Production ,SitusAMC,5-13yrs  ,"4,10,521",2.0,6.6,4.0,104
QC Officer ,SitusAMC,1-6yrs  ,"7,34,298",4.0,10.3,4.0,104
Scientist 1 ,SitusAMC,2-6yrs  ,"3,27,679",1.1,5.0,4.0,104
Deputy Manager ,SitusAMC,8-16yrs  ,"4,65,731",3.0,7.0,4.0,104
Junior Production Officer ,SitusAMC,1-3yrs  ,"8,72,036",5.0,13.9,4.0,104
Process Engineer ,SitusAMC,1-7yrs  ,"8,24,487",5.0,13.5,4.0,104
EHS Officer ,SitusAMC,1-7yrs  ,"3,19,059",1.3,6.2,4.0,104
Officer ,Naukri,1-7yrs  ,"5,51,882",4.0,7.0,3.5,103
Junior Officer ,Naukri,1-5yrs  ,"6,98,141",4.2,9.0,3.5,103
Production Officer ,Naukri,1-6yrs  ,"8,46,787",4.7,10.5,3.5,103
Executive Production ,Naukri,5-13yrs  ,"9,17,167",5.3,12.0,3.5,103
QC Officer ,Naukri,1-6yrs  ,"11,52,650",2.2,19.2,3.5,103
Scientist 1 ,Naukri,2-6yrs  ,"8,09,813",4.5,10.0,3.5,103
Deputy Manager ,Naukri,8-16yrs  ,"4,42,918",3.0,5.3,3.5,103
Junior Production Officer ,Naukri,1-3yrs  ,"3,21,016",15.0,10.0,3.5,103
Process Engineer ,Naukri,1-7yrs  ,"3,91,177",2.4,5.3,3.5,103
EHS Officer ,Naukri,1-7yrs  ,"17,31,924",12.0,25.5,3.5,103
Officer ,MagicBricks,1-7yrs  ,"6,02,682",3.0,9.5,4.1,103
Junior Officer ,MagicBricks,1-5yrs  ,"2,81,165",1.5,4.8,4.1,103
Production Officer ,MagicBricks,1-6yrs  ,"11,61,143",5.4,16.5,4.1,103
Executive Production ,MagicBricks,5-13yrs  ,"6,28,500",3.5,10.5,4.1,103
QC Officer ,MagicBricks,1-6yrs  ,"6,88,638",3.0,12.0,4.1,103
Scientist 1 ,MagicBricks,2-6yrs  ,"5,45,812",3.0,7.1,4.1,103
Deputy Manager ,MagicBricks,8-16yrs  ,"2,96,922",1.7,4.3,4.1,103
Junior Production Officer ,MagicBricks,1-3yrs  ,"5,91,024",4.0,8.6,4.1,103
Process Engineer ,MagicBricks,1-7yrs  ,"11,20,365",7.0,14.5,4.1,103
EHS Officer ,MagicBricks,1-7yrs  ,"6,24,056",3.3,10.0,4.1,103
Officer ,Creambell,1-7yrs  ,"4,35,307",2.2,5.6,4.0,103
Junior Officer ,Creambell,1-5yrs  ,"5,46,925",3.6,7.0,4.0,103
Production Officer ,Creambell,1-6yrs  ,"11,02,895",5.3,16.0,4.0,103
Executive Production ,Creambell,5-13yrs  ,"4,68,621",3.9,6.0,4.0,103
QC Officer ,Creambell,1-6yrs  ,"13,83,923",8.9,17.0,4.0,103
Scientist 1 ,Creambell,2-6yrs  ,"3,80,459",2.8,4.6,4.0,103
Deputy Manager ,Creambell,8-16yrs  ,"2,45,877",1.8,2.9,4.0,103
Junior Production Officer ,Creambell,1-3yrs  ,"4,03,701",2.5,5.4,4.0,103
Process Engineer ,Creambell,1-7yrs  ,"2,96,685",1.9,4.5,4.0,103
EHS Officer ,Creambell,1-7yrs  ,"19,70,217",15.0,25.0,4.0,103
Officer ,Deccan-Fine-Chemicals,1-7yrs  ,"3,53,696",1.5,5.0,3.9,102
Junior Officer ,Deccan-Fine-Chemicals,1-5yrs  ,"4,99,392",3.0,9.0,3.9,102
Production Officer ,Deccan-Fine-Chemicals,1-6yrs  ,"3,33,113",2.0,5.0,3.9,102
Executive Production ,Deccan-Fine-Chemicals,5-13yrs  ,"3,22,464",1.8,4.5,3.9,102
QC Officer ,Deccan-Fine-Chemicals,1-6yrs  ,"4,20,381",3.0,5.8,3.9,102
Scientist 1 ,Deccan-Fine-Chemicals,2-6yrs  ,"5,92,768",4.0,7.5,3.9,102
Deputy Manager ,Deccan-Fine-Chemicals,8-16yrs  ,"2,96,591",1.8,3.8,3.9,102
Junior Production Officer ,Deccan-Fine-Chemicals,1-3yrs  ,"4,03,950",2.4,5.5,3.9,102
Process Engineer ,Deccan-Fine-Chemicals,1-7yrs  ,"3,67,668",1.5,9.6,3.9,102
EHS Officer ,Deccan-Fine-Chemicals,1-7yrs  ,"3,75,567",2.0,5.7,3.9,102
Officer ,Adani-Solar,1-7yrs  ,"2,12,595",1.6,2.9,4.1,102
Junior Officer ,Adani-Solar,1-5yrs  ,"1,90,457",1.4,2.4,4.1,102
Production Officer ,Adani-Solar,1-6yrs  ,"6,02,787",4.4,8.0,4.1,102
Executive Production ,Adani-Solar,5-13yrs  ,"12,40,667",10.2,15.0,4.1,102
QC Officer ,Adani-Solar,1-6yrs  ,"2,27,246",1.9,2.9,4.1,102
Scientist 1 ,Adani-Solar,2-6yrs  ,"2,06,724",1.8,2.8,4.1,102
Deputy Manager ,Adani-Solar,8-16yrs  ,"2,39,636",1.8,4.0,4.1,102
Junior Production Officer ,Adani-Solar,1-3yrs  ,"6,30,435",5.4,7.8,4.1,102
Process Engineer ,Adani-Solar,1-7yrs  ,"2,20,909",1.7,2.5,4.1,102
EHS Officer ,Adani-Solar,1-7yrs  ,"1,70,612",1.1,2.2,4.1,102
Officer ,Wonder-Cement,1-7yrs  ,"7,01,445",5.0,10.0,3.8,101
Junior Officer ,Wonder-Cement,1-5yrs  ,"7,54,877",5.0,10.8,3.8,101
Production Officer ,Wonder-Cement,1-6yrs  ,"4,56,864",2.4,6.7,3.8,101
Executive Production ,Wonder-Cement,5-13yrs  ,"5,49,053",3.0,8.4,3.8,101
QC Officer ,Wonder-Cement,1-6yrs  ,"4,26,931",1.8,7.0,3.8,101
Scientist 1 ,Wonder-Cement,2-6yrs  ,"12,68,122",9.9,15.0,3.8,101
Deputy Manager ,Wonder-Cement,8-16yrs  ,"4,96,291",3.0,8.1,3.8,101
Junior Production Officer ,Wonder-Cement,1-3yrs  ,"4,24,595",4.2,4.3,3.8,101
Process Engineer ,Wonder-Cement,1-7yrs  ,"4,54,059",3.4,5.8,3.8,101
EHS Officer ,Wonder-Cement,1-7yrs  ,"3,01,892",1.6,4.8,3.8,101
Officer ,Vijaya-Diagnostic-Centre,1-7yrs  ,"3,00,972",1.2,6.5,4.0,101
Junior Officer ,Vijaya-Diagnostic-Centre,1-5yrs  ,"2,33,669",1.1,4.6,4.0,101
Production Officer ,Vijaya-Diagnostic-Centre,1-6yrs  ,"2,31,280",1.2,3.2,4.0,101
Executive Production ,Vijaya-Diagnostic-Centre,5-13yrs  ,"2,28,807",1.2,4.0,4.0,101
QC Officer ,Vijaya-Diagnostic-Centre,1-6yrs  ,"1,85,799",10.0,3.0,4.0,101
Scientist 1 ,Vijaya-Diagnostic-Centre,2-6yrs  ,"1,51,711",10.0,4.5,4.0,101
Deputy Manager ,Vijaya-Diagnostic-Centre,8-16yrs  ,"9,52,500",1.0,18.0,4.0,101
Junior Production Officer ,Vijaya-Diagnostic-Centre,1-3yrs  ,"2,97,600",2.4,4.0,4.0,101
Process Engineer ,Vijaya-Diagnostic-Centre,1-7yrs  ,"2,38,478",1.7,3.0,4.0,101
EHS Officer ,Vijaya-Diagnostic-Centre,1-7yrs  ,"2,29,473",18.0,4.5,4.0,101
Officer ,Northern-Trust,1-7yrs  ,"6,85,331",4.0,9.3,3.8,101
Junior Officer ,Northern-Trust,1-5yrs  ,"3,93,848",1.7,7.2,3.8,101
Production Officer ,Northern-Trust,1-6yrs  ,"3,63,125",60.0,8.0,3.8,101
Executive Production ,Northern-Trust,5-13yrs  ,"9,96,021",5.8,12.9,3.8,101
QC Officer ,Northern-Trust,1-6yrs  ,"13,51,529",8.0,16.5,3.8,101
Scientist 1 ,Northern-Trust,2-6yrs  ,"6,70,587",4.0,9.0,3.8,101
Deputy Manager ,Northern-Trust,8-16yrs  ,"4,24,221",3.4,5.7,3.8,101
Junior Production Officer ,Northern-Trust,1-3yrs  ,"7,77,776",15.0,23.0,3.8,101
Process Engineer ,Northern-Trust,1-7yrs  ,"18,50,793",4.0,32.0,3.8,101
EHS Officer ,Northern-Trust,1-7yrs  ,"3,41,435",2.8,4.1,3.8,101
Officer ,Baxter-International,1-7yrs  ,"7,76,389",3.5,15.0,3.8,100
Junior Officer ,Baxter-International,1-5yrs  ,"20,24,080",10.0,33.0,3.8,100
Production Officer ,Baxter-International,1-6yrs  ,"10,52,859",6.3,14.2,3.8,100
Executive Production ,Baxter-International,5-13yrs  ,"10,10,575",6.7,16.5,3.8,100
QC Officer ,Baxter-International,1-6yrs  ,"21,93,189",14.4,30.0,3.8,100
Scientist 1 ,Baxter-International,2-6yrs  ,"30,56,814",23.1,38.3,3.8,100
Deputy Manager ,Baxter-International,8-16yrs  ,"22,11,912",17.0,27.0,3.8,100
Junior Production Officer ,Baxter-International,1-3yrs  ,"10,55,903",6.0,16.0,3.8,100
Process Engineer ,Baxter-International,1-7yrs  ,"11,21,980",7.1,15.7,3.8,100
EHS Officer ,Baxter-International,1-7yrs  ,"4,60,245",3.4,6.2,3.8,100
Officer ,Alshaya-Group,1-7yrs  ,"13,65,172",7.0,20.0,3.8,100
Junior Officer ,Alshaya-Group,1-5yrs  ,"6,79,163",3.7,8.0,3.8,100
Production Officer ,Alshaya-Group,1-6yrs  ,"5,99,069",3.3,8.1,3.8,100
Executive Production ,Alshaya-Group,5-13yrs  ,"7,84,716",5.0,10.0,3.8,100
QC Officer ,Alshaya-Group,1-6yrs  ,"8,14,555",3.7,10.5,3.8,100
Scientist 1 ,Alshaya-Group,2-6yrs  ,"12,74,170",7.0,16.8,3.8,100
Deputy Manager ,Alshaya-Group,8-16yrs  ,"7,38,064",4.0,8.5,3.8,100
Junior Production Officer ,Alshaya-Group,1-3yrs  ,"8,83,484",7.3,10.4,3.8,100
Process Engineer ,Alshaya-Group,1-7yrs  ,"17,32,667",12.5,22.0,3.8,100
EHS Officer ,Alshaya-Group,1-7yrs  ,"10,32,802",5.8,15.0,3.8,100
Officer ,KGISL,1-7yrs  ,"9,85,565",3.0,20.0,4.0,99
Junior Officer ,KGISL,1-5yrs  ,"2,11,091",1.1,4.1,4.0,99
Production Officer ,KGISL,1-6yrs  ,"2,84,966",1.0,4.5,4.0,99
Executive Production ,KGISL,5-13yrs  ,"2,86,735",1.2,4.5,4.0,99
QC Officer ,KGISL,1-6yrs  ,"5,71,952",1.8,15.0,4.0,99
Scientist 1 ,KGISL,2-6yrs  ,"6,01,946",2.0,10.1,4.0,99
Deputy Manager ,KGISL,8-16yrs  ,"2,28,781",1.3,4.0,4.0,99
Junior Production Officer ,KGISL,1-3yrs  ,"13,77,262",6.2,20.0,4.0,99
Process Engineer ,KGISL,1-7yrs  ,"4,73,622",2.0,11.8,4.0,99
EHS Officer ,KGISL,1-7yrs  ,"3,03,715",1.3,6.0,4.0,99
Officer ,General-Motors,1-7yrs  ,"5,94,494",3.0,8.0,3.6,99
Junior Officer ,General-Motors,1-5yrs  ,"11,34,281",8.0,15.0,3.6,99
Production Officer ,General-Motors,1-6yrs  ,"6,50,268",5.0,8.0,3.6,99
Executive Production ,General-Motors,5-13yrs  ,"12,02,523",7.5,14.2,3.6,99
QC Officer ,General-Motors,1-6yrs  ,"17,10,291",13.0,22.0,3.6,99
Scientist 1 ,General-Motors,2-6yrs  ,"3,04,152",2.4,4.2,3.6,99
Deputy Manager ,General-Motors,8-16yrs  ,"28,87,333",25.0,33.0,3.6,99
Junior Production Officer ,General-Motors,1-3yrs  ,"9,87,132",5.0,12.3,3.6,99
Process Engineer ,General-Motors,1-7yrs  ,"6,71,164",3.0,12.3,3.6,99
EHS Officer ,General-Motors,1-7yrs  ,"4,53,125",3.5,6.0,3.6,99
Officer ,KaaShiv-InfoTech-Company,1-7yrs  ,"1,29,500",1.0,1.6,4.0,98
Junior Officer ,KaaShiv-InfoTech-Company,1-5yrs  ,"1,40,144",1.0,2.0,4.0,98
Production Officer ,KaaShiv-InfoTech-Company,1-6yrs  ,"1,51,353",1.0,2.4,4.0,98
Executive Production ,KaaShiv-InfoTech-Company,5-13yrs  ,"1,36,286",1.2,1.5,4.0,98
QC Officer ,KaaShiv-InfoTech-Company,1-6yrs  ,"1,31,667",1.0,2.2,4.0,98
Scientist 1 ,KaaShiv-InfoTech-Company,2-6yrs  ,"1,68,333",1.4,2.0,4.0,98
Deputy Manager ,KaaShiv-InfoTech-Company,8-16yrs  ,"1,34,800",14.0,2.5,4.0,98
Junior Production Officer ,KaaShiv-InfoTech-Company,1-3yrs  ,"1,44,000",1.2,1.8,4.0,98
Process Engineer ,KaaShiv-InfoTech-Company,1-7yrs  ,"1,50,000",1.1,2.1,4.0,98
EHS Officer ,KaaShiv-InfoTech-Company,1-7yrs  ,"1,19,000",95.0,1.6,4.0,98
Officer ,BASF,1-7yrs  ,"3,41,177",1.8,5.4,4.1,98
Junior Officer ,BASF,1-5yrs  ,"2,58,039",1.3,3.5,4.1,98
Production Officer ,BASF,1-6yrs  ,"22,65,300",14.3,30.0,4.1,98
Executive Production ,BASF,5-13yrs  ,"5,54,684",3.1,7.1,4.1,98
QC Officer ,BASF,1-6yrs  ,"3,71,333",2.9,5.0,4.1,98
Scientist 1 ,BASF,2-6yrs  ,"8,82,483",4.1,12.7,4.1,98
Deputy Manager ,BASF,8-16yrs  ,"3,11,739",1.9,5.0,4.1,98
Junior Production Officer ,BASF,1-3yrs  ,"25,68,987",16.9,35.0,4.1,98
Process Engineer ,BASF,1-7yrs  ,"14,15,238",11.7,17.0,4.1,98
EHS Officer ,BASF,1-7yrs  ,"6,04,750",2.4,9.7,4.1,98
Officer ,Bikanervala,1-7yrs  ,"3,79,141",1.5,5.8,3.2,98
Junior Officer ,Bikanervala,1-5yrs  ,"2,78,259",1.9,4.0,3.2,98
Production Officer ,Bikanervala,1-6yrs  ,"5,15,740",3.4,6.6,3.2,98
Executive Production ,Bikanervala,5-13yrs  ,"2,20,119",75.0,3.5,3.2,98
QC Officer ,Bikanervala,1-6yrs  ,"2,01,838",1.2,3.0,3.2,98
Scientist 1 ,Bikanervala,2-6yrs  ,"1,88,127",1.2,3.1,3.2,98
Deputy Manager ,Bikanervala,8-16yrs  ,"7,63,554",5.0,10.0,3.2,98
Junior Production Officer ,Bikanervala,1-3yrs  ,"2,36,320",1.9,3.0,3.2,98
Process Engineer ,Bikanervala,1-7yrs  ,"2,27,432",15.0,4.5,3.2,98
EHS Officer ,Bikanervala,1-7yrs  ,"7,20,909",5.6,9.0,3.2,98
Officer ,Diebold-Nixdorf,1-7yrs  ,"17,17,869",7.1,25.0,4.1,98
Junior Officer ,Diebold-Nixdorf,1-5yrs  ,"8,48,540",4.0,12.7,4.1,98
Production Officer ,Diebold-Nixdorf,1-6yrs  ,"2,90,276",1.7,4.0,4.1,98
Executive Production ,Diebold-Nixdorf,5-13yrs  ,"4,56,874",2.8,6.1,4.1,98
QC Officer ,Diebold-Nixdorf,1-6yrs  ,"6,54,348",3.1,11.0,4.1,98
Scientist 1 ,Diebold-Nixdorf,2-6yrs  ,"11,24,762",4.1,17.0,4.1,98
Deputy Manager ,Diebold-Nixdorf,8-16yrs  ,"3,22,547",2.0,4.7,4.1,98
Junior Production Officer ,Diebold-Nixdorf,1-3yrs  ,"3,96,409",2.0,5.5,4.1,98
Process Engineer ,Diebold-Nixdorf,1-7yrs  ,"12,49,395",2.5,26.5,4.1,98
EHS Officer ,Diebold-Nixdorf,1-7yrs  ,"24,35,303",13.3,30.3,4.1,98
Officer ,LifeCell-International,1-7yrs  ,"5,85,456",2.8,11.0,3.3,97
Junior Officer ,LifeCell-International,1-5yrs  ,"3,56,619",1.5,4.5,3.3,97
Production Officer ,LifeCell-International,1-6yrs  ,"4,54,106",2.6,6.5,3.3,97
Executive Production ,LifeCell-International,5-13yrs  ,"3,06,676",2.1,3.7,3.3,97
QC Officer ,LifeCell-International,1-6yrs  ,"5,70,997",3.4,9.0,3.3,97
Scientist 1 ,LifeCell-International,2-6yrs  ,"2,00,373",1.0,3.5,3.3,97
Deputy Manager ,LifeCell-International,8-16yrs  ,"3,16,542",1.5,4.6,3.3,97
Junior Production Officer ,LifeCell-International,1-3yrs  ,"3,61,783",1.6,5.0,3.3,97
Process Engineer ,LifeCell-International,1-7yrs  ,"3,95,148",2.5,5.5,3.3,97
EHS Officer ,LifeCell-International,1-7yrs  ,"2,87,465",2.2,3.9,3.3,97
Officer ,Lionbridge-Technologies,1-7yrs  ,"6,07,898",3.5,8.6,3.6,97
Junior Officer ,Lionbridge-Technologies,1-5yrs  ,"4,56,096",3.0,6.5,3.6,97
Production Officer ,Lionbridge-Technologies,1-6yrs  ,"3,50,363",2.0,5.2,3.6,97
Executive Production ,Lionbridge-Technologies,5-13yrs  ,"3,32,524",1.6,5.0,3.6,97
QC Officer ,Lionbridge-Technologies,1-6yrs  ,"9,11,744",4.0,12.6,3.6,97
Scientist 1 ,Lionbridge-Technologies,2-6yrs  ,"4,45,700",2.5,8.5,3.6,97
Deputy Manager ,Lionbridge-Technologies,8-16yrs  ,"5,27,289",2.5,8.4,3.6,97
Junior Production Officer ,Lionbridge-Technologies,1-3yrs  ,"3,52,342",2.0,4.4,3.6,97
Process Engineer ,Lionbridge-Technologies,1-7yrs  ,"7,16,924",4.5,10.0,3.6,97
EHS Officer ,Lionbridge-Technologies,1-7yrs  ,"3,38,565",1.3,4.5,3.6,97
Officer ,Csc-E-Governance-Services,1-7yrs  ,"3,72,376",2.2,5.5,2.7,97
Junior Officer ,Csc-E-Governance-Services,1-5yrs  ,"2,51,759",30.0,20.0,2.7,97
Production Officer ,Csc-E-Governance-Services,1-6yrs  ,"2,48,425",1.1,3.6,2.7,97
Executive Production ,Csc-E-Governance-Services,5-13yrs  ,"2,39,859",96.0,6.0,2.7,97
QC Officer ,Csc-E-Governance-Services,1-6yrs  ,"2,09,160",20.0,4.5,2.7,97
Scientist 1 ,Csc-E-Governance-Services,2-6yrs  ,"5,53,333",4.2,7.5,2.7,97
Deputy Manager ,Csc-E-Governance-Services,8-16yrs  ,"2,66,600",1.2,4.8,2.7,97
Junior Production Officer ,Csc-E-Governance-Services,1-3yrs  ,"2,12,254",15.0,3.6,2.7,97
Process Engineer ,Csc-E-Governance-Services,1-7yrs  ,"3,92,960",3.0,5.4,2.7,97
EHS Officer ,Csc-E-Governance-Services,1-7yrs  ,"4,13,684",3.0,5.6,2.7,97
Officer ,Accolite,1-7yrs  ,"15,57,100",6.1,31.1,3.8,97
Junior Officer ,Accolite,1-5yrs  ,"24,18,953",12.0,37.0,3.8,97
Production Officer ,Accolite,1-6yrs  ,"8,66,296",2.0,17.5,3.8,97
Executive Production ,Accolite,5-13yrs  ,"10,90,872",4.5,20.0,3.8,97
QC Officer ,Accolite,1-6yrs  ,"14,19,023",9.0,22.0,3.8,97
Scientist 1 ,Accolite,2-6yrs  ,"33,31,790",15.0,47.8,3.8,97
Deputy Manager ,Accolite,8-16yrs  ,"8,17,907",2.4,15.0,3.8,97
Junior Production Officer ,Accolite,1-3yrs  ,"5,03,318",3.0,8.3,3.8,97
Process Engineer ,Accolite,1-7yrs  ,"5,01,397",3.2,8.5,3.8,97
EHS Officer ,Accolite,1-7yrs  ,"13,93,458",7.5,25.0,3.8,97
Officer ,Citigroup,1-7yrs  ,"31,73,061",17.9,41.0,3.5,96
Junior Officer ,Citigroup,1-5yrs  ,"19,04,055",3.9,31.6,3.5,96
Production Officer ,Citigroup,1-6yrs  ,"13,31,925",3.7,35.0,3.5,96
Executive Production ,Citigroup,5-13yrs  ,"9,42,281",3.3,23.0,3.5,96
QC Officer ,Citigroup,1-6yrs  ,"31,00,591",18.0,38.0,3.5,96
Scientist 1 ,Citigroup,2-6yrs  ,"17,72,574",11.8,27.1,3.5,96
Deputy Manager ,Citigroup,8-16yrs  ,"31,96,735",22.6,40.0,3.5,96
Junior Production Officer ,Citigroup,1-3yrs  ,"29,57,117",25.0,36.0,3.5,96
Process Engineer ,Citigroup,1-7yrs  ,"46,88,765",37.0,57.6,3.5,96
EHS Officer ,Citigroup,1-7yrs  ,"14,57,611",12.0,20.0,3.5,96
Officer ,Encore-Capital-Group,1-7yrs  ,"4,51,459",1.0,7.5,4.0,96
Junior Officer ,Encore-Capital-Group,1-5yrs  ,"3,74,090",2.2,6.0,4.0,96
Production Officer ,Encore-Capital-Group,1-6yrs  ,"7,87,728",4.4,12.1,4.0,96
Executive Production ,Encore-Capital-Group,5-13yrs  ,"4,50,651",3.0,6.0,4.0,96
QC Officer ,Encore-Capital-Group,1-6yrs  ,"6,04,162",4.0,7.5,4.0,96
Scientist 1 ,Encore-Capital-Group,2-6yrs  ,"12,28,285",8.0,15.5,4.0,96
Deputy Manager ,Encore-Capital-Group,8-16yrs  ,"4,42,679",3.0,6.0,4.0,96
Junior Production Officer ,Encore-Capital-Group,1-3yrs  ,"4,79,987",3.2,7.0,4.0,96
Process Engineer ,Encore-Capital-Group,1-7yrs  ,"14,75,870",11.0,21.6,4.0,96
EHS Officer ,Encore-Capital-Group,1-7yrs  ,"3,99,286",2.1,6.5,4.0,96
Officer ,India-Japan-Lighting,1-7yrs  ,"2,55,804",1.4,4.0,3.8,95
Junior Officer ,India-Japan-Lighting,1-5yrs  ,"2,81,563",10.0,5.4,3.8,95
Production Officer ,India-Japan-Lighting,1-6yrs  ,"2,44,190",1.1,3.5,3.8,95
Executive Production ,India-Japan-Lighting,5-13yrs  ,"3,44,558",1.8,4.5,3.8,95
QC Officer ,India-Japan-Lighting,1-6yrs  ,"5,63,186",3.4,7.3,3.8,95
Scientist 1 ,India-Japan-Lighting,2-6yrs  ,"2,07,123",1.0,3.6,3.8,95
Deputy Manager ,India-Japan-Lighting,8-16yrs  ,"1,92,222",1.2,2.5,3.8,95
Junior Production Officer ,India-Japan-Lighting,1-3yrs  ,"2,31,350",1.1,3.6,3.8,95
Process Engineer ,India-Japan-Lighting,1-7yrs  ,"3,49,498",2.1,4.9,3.8,95
EHS Officer ,India-Japan-Lighting,1-7yrs  ,"1,67,035",95.0,2.2,3.8,95
Officer ,Mount-Litera-Zee-School,1-7yrs  ,"2,85,331",80.0,5.0,4.1,95
Junior Officer ,Mount-Litera-Zee-School,1-5yrs  ,"12,29,248",6.0,22.0,4.1,95
Production Officer ,Mount-Litera-Zee-School,1-6yrs  ,"3,64,639",1.5,5.0,4.1,95
Executive Production ,Mount-Litera-Zee-School,5-13yrs  ,"2,39,178",1.6,3.3,4.1,95
QC Officer ,Mount-Litera-Zee-School,1-6yrs  ,"13,21,795",8.0,24.0,4.1,95
Scientist 1 ,Mount-Litera-Zee-School,2-6yrs  ,"2,10,388",1.5,3.9,4.1,95
Deputy Manager ,Mount-Litera-Zee-School,8-16yrs  ,"2,88,169",1.8,4.2,4.1,95
Junior Production Officer ,Mount-Litera-Zee-School,1-3yrs  ,"2,96,250",1.8,4.6,4.1,95
Process Engineer ,Mount-Litera-Zee-School,1-7yrs  ,"4,08,024",3.0,6.0,4.1,95
EHS Officer ,Mount-Litera-Zee-School,1-7yrs  ,"2,00,000",1.0,3.0,4.1,95
Officer ,India-Shelter-Finance-Corporation,1-7yrs  ,"2,29,328",1.8,3.5,4.0,95
Junior Officer ,India-Shelter-Finance-Corporation,1-5yrs  ,"3,03,902",1.9,4.0,4.0,95
Production Officer ,India-Shelter-Finance-Corporation,1-6yrs  ,"5,05,444",3.2,7.3,4.0,95
Executive Production ,India-Shelter-Finance-Corporation,5-13yrs  ,"4,60,045",2.9,6.8,4.0,95
QC Officer ,India-Shelter-Finance-Corporation,1-6yrs  ,"2,60,997",1.7,3.3,4.0,95
Scientist 1 ,India-Shelter-Finance-Corporation,2-6yrs  ,"1,97,012",1.4,2.4,4.0,95
Deputy Manager ,India-Shelter-Finance-Corporation,8-16yrs  ,"1,81,892",1.4,2.5,4.0,95
Junior Production Officer ,India-Shelter-Finance-Corporation,1-3yrs  ,"3,48,268",2.4,4.5,4.0,95
Process Engineer ,India-Shelter-Finance-Corporation,1-7yrs  ,"8,07,169",4.8,11.0,4.0,95
EHS Officer ,India-Shelter-Finance-Corporation,1-7yrs  ,"9,28,050",4.2,13.0,4.0,95
Officer ,Sun-Life-Financial,1-7yrs  ,"3,72,052",2.3,5.0,4.0,94
Junior Officer ,Sun-Life-Financial,1-5yrs  ,"4,61,355",3.0,5.9,4.0,94
Production Officer ,Sun-Life-Financial,1-6yrs  ,"10,95,852",5.4,15.0,4.0,94
Executive Production ,Sun-Life-Financial,5-13yrs  ,"3,22,048",2.0,4.0,4.0,94
QC Officer ,Sun-Life-Financial,1-6yrs  ,"8,47,337",6.0,12.1,4.0,94
Scientist 1 ,Sun-Life-Financial,2-6yrs  ,"17,34,400",10.8,21.0,4.0,94
Deputy Manager ,Sun-Life-Financial,8-16yrs  ,"8,29,497",5.5,10.5,4.0,94
Junior Production Officer ,Sun-Life-Financial,1-3yrs  ,"5,66,643",4.5,6.5,4.0,94
Process Engineer ,Sun-Life-Financial,1-7yrs  ,"17,84,193",8.7,21.1,4.0,94
EHS Officer ,Sun-Life-Financial,1-7yrs  ,"24,51,286",15.0,32.0,4.0,94
Officer ,Experis-IT,1-7yrs  ,"3,16,964",1.6,4.6,3.7,94
Junior Officer ,Experis-IT,1-5yrs  ,"3,19,838",1.8,4.5,3.7,94
Production Officer ,Experis-IT,1-6yrs  ,"4,87,705",1.6,9.0,3.7,94
Executive Production ,Experis-IT,5-13yrs  ,"13,02,996",5.5,19.5,3.7,94
QC Officer ,Experis-IT,1-6yrs  ,"8,09,086",2.0,12.0,3.7,94
Scientist 1 ,Experis-IT,2-6yrs  ,"4,30,237",2.2,8.2,3.7,94
Deputy Manager ,Experis-IT,8-16yrs  ,"2,47,096",1.5,4.5,3.7,94
Junior Production Officer ,Experis-IT,1-3yrs  ,"3,68,433",2.0,5.5,3.7,94
Process Engineer ,Experis-IT,1-7yrs  ,"9,13,028",5.0,16.0,3.7,94
EHS Officer ,Experis-IT,1-7yrs  ,"2,92,689",1.7,4.2,3.7,94
Officer ,Hella,1-7yrs  ,"10,99,146",4.1,21.6,4.4,94
Junior Officer ,Hella,1-5yrs  ,"6,57,121",3.6,10.0,4.4,94
Production Officer ,Hella,1-6yrs  ,"9,80,249",4.8,14.0,4.4,94
Executive Production ,Hella,5-13yrs  ,"3,22,067",1.1,4.9,4.4,94
QC Officer ,Hella,1-6yrs  ,"12,92,205",8.0,20.0,4.4,94
Scientist 1 ,Hella,2-6yrs  ,"19,03,276",7.0,30.5,4.4,94
Deputy Manager ,Hella,8-16yrs  ,"8,34,095",6.1,12.0,4.4,94
Junior Production Officer ,Hella,1-3yrs  ,"2,86,150",2.0,3.4,4.4,94
